,food,Saturated Fats,Nutrition Density,Protein,Dietary Fiber,Caloric Value,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Rasio Lemak Jenuh ke Protein,Rasio Lemak Jenuh ke Serat,Fat Category
1405,chicken skin roasted,12.8,85.844,22.8,0.0,508,19.1,9.6,0.0,0.5614035087719298,,High Fat
1406,turkey breast raw,43.2,976.092,495.6,0.0,3554,60.2,37.6,0.0,0.08716707021791768,,High Fat
1407,ground turkey raw,2.3,54.095,22.4,0.0,169,3.0,2.5,0.0,0.10267857142857142,,Normal Fat
1408,chicken wing cooked,1.0,11.058,4.8,0.0,52,1.4,0.8,0.0,0.20833333333333334,,Normal Fat
1409,turkey roast roasted,2.6,49.7,28.8,0.0,209,1.6,2.2,4.1,0.09027777777777778,,Normal Fat
1410,pheasant meat raw,21.6,403.9,181.6,0.0,1448,34.6,9.4,0.0,0.11894273127753305,,High Fat
1411,chicken back raw,4.9,34.564,8.3,0.0,188,7.2,3.6,0.0,0.5903614457831325,,Normal Fat
1412,chicken back cooked,1.8,21.425,8.0,0.0,93,2.6,1.4,0.0,0.225,,Normal Fat
1413,chicken leg fried,6.8,104.858,34.4,0.5,431,10.4,6.1,13.8,0.19767441860465115,13.6,Normal Fat
1414,chicken feet cooked,17.8,558.5,88.0,0.0,975,24.9,13.5,0.9,0.20227272727272727,,High Fat
1415,turkey steak fried,2.8,41.229,9.1,0.0,179,4.4,2.8,10.9,0.3076923076923077,,Normal Fat
1416,turkey taco meat cooked,3.2,179.7,30.7,0.0,271,4.7,3.9,5.5,0.10423452768729642,,Normal Fat
1417,chicken leg raw,15.0,145.973,56.3,0.0,736,22.8,11.5,0.6,0.2664298401420959,,High Fat
1418,chicken meat raw,39.7,434.3,171.1,0.0,1978,57.4,29.7,0.0,0.23202805376972532,,High Fat
1419,chicken neck cooked,1.9,25.616,7.5,0.0,94,2.7,1.5,0.0,0.2533333333333333,,Normal Fat
1420,chicken drumstick fried,3.0,46.519,15.8,0.2,193,4.6,2.7,6.0,0.18987341772151897,15.0,Normal Fat
1421,quail egg,0.3,8.343,1.2,0.0,14,0.4,0.1,0.08,0.25,,Normal Fat
1422,duck meat cooked,13.5,85.544,26.6,0.0,472,18.1,5.1,0.0,0.5075187969924811,,High Fat
1423,chicken wing roasted,4.2,35.155,20.2,0.0,216,6.6,3.1,0.0,0.20792079207920794,,Normal Fat
1424,quail meat cooked,17.9,276.4,113.7,0.0,1028,22.2,15.8,0.0,0.15743183817062442,,High Fat
1425,goose meat cooked,9.6,88.168,35.2,0.0,427,14.4,3.5,0.0,0.2727272727272727,,Normal Fat
1426,chicken breast cooked,1.3,30.552,17.3,0.0,114,1.8,1.0,0.0,0.07514450867052024,,Normal Fat
1427,chicken neck raw,3.6,30.146,7.0,0.0,149,5.3,2.8,0.0,0.5142857142857143,,Normal Fat
1428,duck egg,2.6,67.2,9.0,0.0,130,4.6,0.9,1.0,0.2888888888888889,,Normal Fat
1429,pheasant breast raw,4.0,136.3,88.7,0.0,484,3.8,2.0,0.0,0.04509582863585118,,Normal Fat
1430,duck meat raw,167.6,850.5,145.7,0.0,5123,237.0,64.4,0.0,1.150308853809197,,High Fat
1431,squab meat raw,16.8,125.5,36.8,0.0,585,19.3,6.1,0.0,0.4565217391304348,,High Fat
1432,chicken drumstick raw,3.3,50.075,23.4,0.0,211,4.9,2.6,0.1,0.14102564102564102,,Normal Fat
1433,turkey meat roasted,3.2,76.629,42.8,0.0,284,4.0,3.2,0.031,0.07476635514018692,,Normal Fat
1434,chicken breast raw,4.6,72.834,36.3,0.0,299,6.6,3.4,0.0,0.12672176308539945,,Normal Fat
1435,ground chicken cooked,7.8,87.678,58.4,0.0,474,12.2,5.2,0.0,0.13356164383561644,,Normal Fat
1436,turkey wing cooked,6.3,121.3,50.9,0.0,426,8.7,5.5,0.0,0.1237721021611002,,Normal Fat
1437,goose meat raw,160.2,1117.2,259.8,0.0,6077,291.1,61.6,0.0,0.6166281755196305,,High Fat
1438,turkey breast roasted,36.3,1011.2,496.1,0.0,3266,42.3,31.1,0.0,0.07317073170731707,,High Fat
1439,chicken fajita strips,0.2,3.66,1.7,0.0,13,0.2,0.1,0.2,0.11764705882352942,,Normal Fat
1440,crispy chicken strips tyson,7.7,6.0,0.0,0.0,145,14.5,1.0,0.0,inf,,Normal Fat
